chunk_id,assigned_user_id,buyer_name,buyer_fname,buyer_lname,period_start,period_end,period_year,period_quarter,period_label,total_leads,total_upsheets,leads_with_opportunity,total_opportunities,opportunity_upsheets,delivered_upsheets,sold_upsheets,delivered_opportunity_upsheets,total_expected_amount,latest_expected_amount,avg_sale_value,realization_amount,lead_to_opportunity_conversion_rate,close_rate,total_sale_value,realization_percent,workload_band,conversion_band,execution_band,value_band,realization_band,doc_type,kpi_version,source_file,chunk_text
kpi_buyer_93_2026_q1,93,Buyer93 User93,Buyer93,User93,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,11975.00,11975.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer93 User93
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer93 User93 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_94_2020_q3,94,Buyer94 User94,Buyer94,User94,2020-07-01,2020-09-30,2020,3,2020 Q3,1,1,1,0,0,1,1,1,0.00,0.00,14070.00,1970.00,100.00,,14070.00,16.28,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer94 User94
Period: 2020 Q3
Period Start: 2020-07-01
Period End: 2020-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 14070.00

Interpretation
Buyer94 User94 recorded low workload in 2020 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 14070.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_94_2026_q1,94,Buyer94 User94,Buyer94,User94,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12100.00,12100.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer94 User94
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer94 User94 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_95_2020_q3,95,Buyer95 User95,Buyer95,User95,2020-07-01,2020-09-30,2020,3,2020 Q3,1,1,1,0,0,1,1,1,0.00,0.00,13675.00,1450.00,100.00,,13675.00,11.86,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer95 User95
Period: 2020 Q3
Period Start: 2020-07-01
Period End: 2020-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 13675.00

Interpretation
Buyer95 User95 recorded low workload in 2020 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 13675.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_95_2026_q1,95,Buyer95 User95,Buyer95,User95,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12225.00,12225.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer95 User95
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer95 User95 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_96_2020_q3,96,Buyer96 User96,Buyer96,User96,2020-07-01,2020-09-30,2020,3,2020 Q3,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer96 User96
Period: 2020 Q3
Period Start: 2020-07-01
Period End: 2020-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer96 User96 recorded low workload in 2020 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_96_2026_q1,96,Buyer96 User96,Buyer96,User96,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12200.00,12200.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer96 User96
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer96 User96 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_97_2020_q3,97,Buyer97 User97,Buyer97,User97,2020-07-01,2020-09-30,2020,3,2020 Q3,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer97 User97
Period: 2020 Q3
Period Start: 2020-07-01
Period End: 2020-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer97 User97 recorded low workload in 2020 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_97_2026_q1,97,Buyer97 User97,Buyer97,User97,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12325.00,12325.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer97 User97
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer97 User97 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_98_2020_q3,98,Buyer98 User98,Buyer98,User98,2020-07-01,2020-09-30,2020,3,2020 Q3,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer98 User98
Period: 2020 Q3
Period Start: 2020-07-01
Period End: 2020-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer98 User98 recorded low workload in 2020 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_98_2026_q1,98,Buyer98 User98,Buyer98,User98,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12450.00,12450.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer98 User98
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer98 User98 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_99_2020_q3,99,Buyer99 User99,Buyer99,User99,2020-07-01,2020-09-30,2020,3,2020 Q3,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer99 User99
Period: 2020 Q3
Period Start: 2020-07-01
Period End: 2020-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer99 User99 recorded low workload in 2020 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_99_2020_q4,99,Buyer99 User99,Buyer99,User99,2020-10-01,2020-12-31,2020,4,2020 Q4,0,0,0,0,0,1,1,1,0.00,0.00,14495.00,2070.00,,,14495.00,16.66,low workload,no conversion activity,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer99 User99
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 14495.00

Interpretation
Buyer99 User99 recorded low workload in 2020 Q4.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 14495.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_99_2026_q1,99,Buyer99 User99,Buyer99,User99,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12425.00,12425.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer99 User99
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer99 User99 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_100_2020_q3,100,Buyer100 User100,Buyer100,User100,2020-07-01,2020-09-30,2020,3,2020 Q3,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer100 User100
Period: 2020 Q3
Period Start: 2020-07-01
Period End: 2020-09-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer100 User100 recorded low workload in 2020 Q3.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_100_2020_q4,100,Buyer100 User100,Buyer100,User100,2020-10-01,2020-12-31,2020,4,2020 Q4,0,0,0,0,0,1,1,1,0.00,0.00,14100.00,2805.00,,,14100.00,24.83,low workload,no conversion activity,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer100 User100
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 14100.00

Interpretation
Buyer100 User100 recorded low workload in 2020 Q4.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 14100.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_100_2026_q1,100,Buyer100 User100,Buyer100,User100,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,2,1,0,0,0,23845.00,11295.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer100 User100
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer100 User100 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_101_2020_q4,101,Buyer101 User101,Buyer101,User101,2020-10-01,2020-12-31,2020,4,2020 Q4,1,1,1,0,0,1,1,1,0.00,0.00,14305.00,1630.00,100.00,,14305.00,12.86,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer101 User101
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 14305.00

Interpretation
Buyer101 User101 recorded low workload in 2020 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 14305.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_101_2026_q1,101,Buyer101 User101,Buyer101,User101,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12675.00,12675.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer101 User101
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer101 User101 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_102_2020_q4,102,Buyer102 User102,Buyer102,User102,2020-10-01,2020-12-31,2020,4,2020 Q4,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer102 User102
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer102 User102 recorded low workload in 2020 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_102_2026_q1,102,Buyer102 User102,Buyer102,User102,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12650.00,12650.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer102 User102
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer102 User102 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_103_2020_q4,103,Buyer103 User103,Buyer103,User103,2020-10-01,2020-12-31,2020,4,2020 Q4,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer103 User103
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer103 User103 recorded low workload in 2020 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_103_2026_q1,103,Buyer103 User103,Buyer103,User103,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12775.00,12775.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer103 User103
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer103 User103 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_104_2020_q4,104,Buyer104 User104,Buyer104,User104,2020-10-01,2020-12-31,2020,4,2020 Q4,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer104 User104
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer104 User104 recorded low workload in 2020 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_104_2026_q1,104,Buyer104 User104,Buyer104,User104,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12900.00,12900.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer104 User104
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer104 User104 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_105_2020_q4,105,Buyer105 User105,Buyer105,User105,2020-10-01,2020-12-31,2020,4,2020 Q4,1,1,1,0,0,1,1,1,0.00,0.00,14525.00,1650.00,100.00,,14525.00,12.82,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer105 User105
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 14525.00

Interpretation
Buyer105 User105 recorded low workload in 2020 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 14525.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_105_2026_q1,105,Buyer105 User105,Buyer105,User105,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,12875.00,12875.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer105 User105
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer105 User105 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_106_2020_q4,106,Buyer106 User106,Buyer106,User106,2020-10-01,2020-12-31,2020,4,2020 Q4,1,1,1,0,0,1,1,1,0.00,0.00,14730.00,1730.00,100.00,,14730.00,13.31,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer106 User106
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 14730.00

Interpretation
Buyer106 User106 recorded low workload in 2020 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 14730.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_106_2026_q1,106,Buyer106 User106,Buyer106,User106,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,13000.00,13000.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer106 User106
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer106 User106 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_107_2020_q4,107,Buyer107 User107,Buyer107,User107,2020-10-01,2020-12-31,2020,4,2020 Q4,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer107 User107
Period: 2020 Q4
Period Start: 2020-10-01
Period End: 2020-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer107 User107 recorded low workload in 2020 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_107_2021_q1,107,Buyer107 User107,Buyer107,User107,2021-01-01,2021-03-31,2021,1,2021 Q1,0,0,0,0,0,0,1,0,0.00,0.00,14935.00,1810.00,,,14935.00,13.79,low workload,no conversion activity,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer107 User107
Period: 2021 Q1
Period Start: 2021-01-01
Period End: 2021-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 14935.00

Interpretation
Buyer107 User107 recorded low workload in 2021 Q1.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 14935.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_107_2026_q1,107,Buyer107 User107,Buyer107,User107,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,13125.00,13125.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer107 User107
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer107 User107 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
